date,market_value,wn,rw
1994-10-31,472.35,1556.5311893927767,1157.816179
1994-11-01,468.42,1125.6023221226983,1144.203545
1994-11-02,466.5,1418.138949348285,1134.106236
1994-11-03,467.91,986.9862025660244,1139.462793
1994-11-04,462.28,740.3477544029488,1148.874005
1994-11-07,463.07,1029.0560834174107,1126.416003
1994-11-08,465.65,1077.2772696344246,1138.029949
1994-11-09,465.4,914.3861346064798,1142.144178
1994-11-10,464.37,756.5619691438421,1149.278117
1994-11-11,462.35,585.0172897202012,1156.593334
1994-11-14,466.04,578.4461323110562,1196.432013
1994-11-15,465.03,768.776343744611,1169.696026
1994-11-16,465.6,1979.552500227752,1161.459981
1994-11-17,463.56,1116.2164149023654,1133.769538
1994-11-18,461.47,1108.6307913513956,1158.252178
1994-11-21,458.3,1155.2585045158228,1220.742319
1994-11-22,450.09,852.2011364570958,1202.533087
1994-11-23,449.93,972.1949425850528,1223.15693
1994-11-24,449.93,1424.1441978361115,1221.522456
1994-11-25,452.29,1184.6396022870754,1211.965168
1994-11-28,454.16,1268.9569324873755,1212.273412
1994-11-29,455.17,1151.2530432434369,1211.966252
1994-11-30,453.69,1299.6154557377713,1189.947725
1994-12-01,448.92,1328.7962461112902,1179.172504
1994-12-02,453.3,891.9380187587001,1175.568042
1994-12-05,453.32,1445.7665768829952,1184.237315
1994-12-06,453.11,1106.5192692769394,1157.298217
1994-12-07,451.23,1503.3770800224738,1146.172347
1994-12-08,445.45,1206.3275294659802,1133.737361
1994-12-09,446.96,1801.4266504803863,1157.348881
1994-12-12,449.47,672.5928341320499,1175.98644
1994-12-13,450.15,1081.9743318379114,1163.5527
1994-12-14,454.97,728.0018071305503,1170.687482
1994-12-15,455.34,1266.8754673693647,1169.588583
1994-12-16,458.8,1304.3701922639204,1169.252798
1994-12-19,457.91,1014.224776270538,1151.111283
1994-12-20,457.1,1518.9940225616374,1136.18805
1994-12-21,459.61,1489.488971341592,1117.911689
1994-12-22,459.67,1109.7610669081837,1099.430863
1994-12-23,459.83,656.05813523707,1106.030236
1994-12-26,459.83,1384.4199982866571,1126.270904
1994-12-27,462.47,722.8751039237575,1108.539076
1994-12-28,460.86,794.411588707685,1146.764361
1994-12-29,461.16,1116.4106384930412,1154.587782
1994-12-30,459.27,1391.5479091435957,1136.010396
1995-01-02,459.27,1087.3478369769862,1134.2004
1995-01-03,459.11,1687.73702959067,1146.629972
1995-01-04,460.71,792.7298501071883,1142.1803
1995-01-05,460.34,1332.2609424609414,1129.525412
1995-01-06,460.68,1247.119647420664,1129.61835
1995-01-09,460.83,1099.7459890480557,1126.52271
1995-01-10,461.68,969.3459824137788,1152.549433
1995-01-11,461.66,892.1474213791436,1150.036512
1995-01-12,461.64,1262.6173396458505,1185.908998
1995-01-13,465.97,811.7253566691616,1159.936659
1995-01-16,469.38,774.5337465193779,1141.639153
1995-01-17,470.05,1141.140175860312,1119.284884
1995-01-18,469.72,454.507365022572,1089.053135
1995-01-19,466.95,1225.256808515753,1092.672185
1995-01-20,464.78,830.5984344176511,1091.883402
1995-01-23,465.81,1288.1816796704172,1120.625654
1995-01-24,465.86,577.0471164751012,1121.53836
1995-01-25,467.44,925.4977682582016,1102.990266
1995-01-26,468.32,1107.720516059664,1108.359151
1995-01-27,470.39,1066.8742886994894,1100.360504
1995-01-30,468.51,854.4232717058113,1128.538035
1995-01-31,470.42,1042.4686208090288,1151.055398
1995-02-01,470.4,1368.3535100276802,1149.620157
1995-02-02,472.78,1219.8561340451315,1120.968964
1995-02-03,478.64,1156.3383494689133,1147.304928
1995-02-06,481.14,1311.460429732661,1159.587107
1995-02-07,480.81,1764.963652258922,1155.823875
1995-02-08,481.19,697.6347653700293,1137.525609
1995-02-09,480.19,1409.5895577769666,1132.798166
1995-02-10,481.46,1078.2229426964552,1118.026577
1995-02-13,481.65,784.188132392627,1136.249126
1995-02-14,482.55,1139.0113573716756,1116.821463
1995-02-15,484.54,1602.2664372267573,1127.905538
1995-02-16,485.22,1355.8536021659452,1124.2561
1995-02-17,481.97,796.6516042370558,1101.825458
1995-02-20,481.97,1354.9197936703908,1149.854039
1995-02-21,482.74,1317.3113054346934,1119.9652
1995-02-22,485.07,1399.756693736363,1112.957442
1995-02-23,486.91,1206.988742432133,1126.138865
1995-02-24,488.11,1076.8692585478689,1123.646611
1995-02-27,483.81,1216.6584455654606,1077.100829
1995-02-28,487.39,1225.0382922705203,1074.818431
1995-03-01,485.65,471.7932745745961,1055.263952
1995-03-02,485.13,1328.261489706843,1045.477081
1995-03-03,485.42,806.7128230357499,1052.186942
1995-03-06,485.63,631.9185773727211,1105.279546
1995-03-07,482.12,1047.499591305988,1055.330855
1995-03-08,483.14,590.9149467686967,1066.158875
1995-03-09,483.16,1095.8042730155653,1045.051177
1995-03-10,489.57,1093.0398290956362,1024.466152
1995-03-13,490.05,1207.5125602929452,1001.593579
1995-03-14,492.89,1184.4276936008482,983.0701849
1995-03-15,491.88,1399.778223046394,990.764284
1995-03-16,495.41,1309.3809855893626,998.6039413
1995-03-17,495.52,1206.1960751362092,979.9256384
1995-03-20,496.15,1289.500333162859,987.2670048
1995-03-21,495.07,957.6372968053282,964.7423774
1995-03-22,495.67,1854.7699183796003,956.3960434
1995-03-23,495.95,1399.0829859516562,955.7662743
1995-03-24,500.97,1029.0664523304852,964.9307224
1995-03-27,503.2,926.4812862964316,968.8614957
1995-03-28,503.9,1216.709350177751,950.3160186
1995-03-29,503.12,1173.3181281436296,944.6999384
1995-03-30,502.22,1241.1206521747629,930.7512403
1995-03-31,500.71,945.7668720635694,920.0606874
1995-04-03,501.85,1723.000966924255,898.6169613
1995-04-04,505.24,1287.1904156046762,900.6830097
1995-04-05,505.57,1297.2267921662444,893.2990068
1995-04-06,506.08,840.3960580661553,912.3460374
1995-04-07,506.42,1292.6556116802892,928.9367684
1995-04-10,507.01,721.3263995886614,900.1976381
1995-04-11,505.53,1210.9355568248343,892.2861015
1995-04-12,507.17,1473.9293540090523,884.6562223
1995-04-13,509.23,1495.081731191582,898.4735383
1995-04-14,509.23,588.1582807030239,882.2656384
1995-04-17,506.13,844.81727757677,942.5957255
1995-04-18,505.37,1536.8087594810113,946.4245796
1995-04-19,504.92,724.6640736130053,942.319413
1995-04-20,505.29,1608.78042462141,924.8986233
1995-04-21,508.49,1122.5836228635933,931.1333881
1995-04-24,512.89,1351.5343489911747,900.1952188
1995-04-25,512.1,1010.74365709394,900.4563598
1995-04-26,512.66,985.78117519353,884.6989595
1995-04-27,513.55,1225.0578193663189,908.4048297
1995-04-28,514.71,1539.0706616193395,904.1686335
1995-05-01,514.26,643.0301033585059,828.8029273
1995-05-02,514.86,1328.487324633481,831.0057297
1995-05-03,520.48,1436.6887969697636,843.4741035
1995-05-04,520.54,1022.9091711389744,827.4764424
1995-05-05,520.12,1139.7620369006042,808.7980546
1995-05-08,523.96,1232.910362747047,800.4817241
1995-05-09,523.56,1142.1188406290926,787.4110046
1995-05-10,524.36,1159.9369776801564,775.6384208
1995-05-11,524.37,775.3196093987937,784.5340129
1995-05-12,525.55,717.6108940916133,783.4324171
1995-05-15,527.74,433.4518012172284,789.9117608
1995-05-16,528.19,1373.3394922007956,799.8224333
1995-05-17,527.07,1456.0400772642638,816.1522563
1995-05-18,519.58,789.8513579007861,811.9469881
1995-05-19,519.19,1093.036983702136,808.0666486
1995-05-22,523.65,846.351400192501,811.4256717
1995-05-23,528.59,1166.9929969667628,818.6197593
1995-05-24,528.61,1224.3876060848115,808.020767
1995-05-25,528.59,1635.24008727411,814.5437357
1995-05-26,523.65,1360.9157143100551,819.0204072
1995-05-29,523.65,1136.390192083589,822.6240127
1995-05-30,523.58,1407.0319408544806,823.8052941
1995-05-31,533.4,1358.0408731150408,831.5114514
1995-06-01,533.49,1614.9587870706691,807.205834
1995-06-02,532.51,1306.8434961646224,796.6762341
1995-06-05,535.6,1011.3034016581012,811.2067047
1995-06-06,535.55,770.7121523471072,817.4274871
1995-06-07,533.13,1459.4099199059538,804.2658357
1995-06-08,532.35,903.0708858163056,803.473492
1995-06-09,527.94,721.5607479910104,790.3129181
1995-06-12,530.88,852.7361935594217,775.2984865
1995-06-13,536.05,1183.6372352509336,781.2128474
1995-06-14,536.47,962.8462674720112,790.8905556
1995-06-15,537.12,825.5091439432565,808.8867054
1995-06-16,539.83,1159.5272772133128,791.7140455
1995-06-19,545.22,1107.087014309789,822.7960713
1995-06-20,544.98,791.2690820318358,822.8792484
1995-06-21,543.98,1432.206038664424,830.1972756
1995-06-22,551.07,1261.6408821020268,831.7646293
1995-06-23,549.71,1168.5997479935036,855.4254984
1995-06-26,544.13,955.6567137270956,862.3891827
1995-06-27,542.43,1113.4334989956956,871.9643946
1995-06-28,544.73,1343.6262954781862,867.5442747
1995-06-29,543.87,1084.302710968754,888.8208592
1995-06-30,544.75,1103.111974787043,866.9245769
1995-07-03,547.09,860.1075979278763,849.7717629
1995-07-04,547.09,816.6787643299751,820.6633936
1995-07-05,547.26,1133.3777055462765,823.9217225
1995-07-06,553.99,1365.4799941690571,829.7778683
1995-07-07,556.37,515.1499521241665,817.4171533
1995-07-10,557.19,1461.1776481204506,812.5195528
1995-07-11,554.78,1219.0012933054052,813.4506791
1995-07-12,560.89,1839.8752822464207,815.3067976
1995-07-13,561.0,972.490404799855,821.261516
1995-07-14,559.89,1090.7031211762803,803.6724208
1995-07-17,562.72,319.0440966652767,802.2879411
1995-07-18,558.46,1185.9250261025918,816.1219767
1995-07-19,550.98,1657.3020173225595,815.8917221
1995-07-20,553.54,1225.907365203941,814.8424414
1995-07-21,553.62,1155.842431699609,831.4192096
1995-07-24,556.63,1291.0474759238218,816.7964991
1995-07-25,561.1,1111.1903000689556,847.2636927
1995-07-26,561.61,1170.5385981618551,856.3853653
1995-07-27,565.22,621.8883890096648,850.3254918
1995-07-28,562.93,828.6898213274537,854.4811477
1995-07-31,562.06,818.3250800217172,859.6328749
1995-08-01,559.64,783.2652064297529,841.6751222
1995-08-02,558.8,1084.675885113786,865.0572799
1995-08-03,558.75,1033.340208614727,869.4986226
1995-08-04,558.94,1296.16416872819,863.3445343
1995-08-07,560.03,1322.5611991456622,813.1247257
1995-08-08,560.39,518.0852301269539,808.9502996
1995-08-09,559.71,1445.4874447776092,825.6934705
1995-08-10,557.45,662.7502710161223,812.0122848
1995-08-11,555.11,970.6343190523656,809.4008445
1995-08-14,559.74,1600.044573331969,785.1336515
1995-08-15,558.57,1326.8207568676971,801.8607246
1995-08-16,559.97,1319.0024963914448,811.1375421
1995-08-17,559.04,584.2945271049682,793.5981974
1995-08-18,559.21,1073.137394682772,805.6195855
1995-08-21,558.11,1577.3581853862877,796.1547878
1995-08-22,559.52,986.5449597259568,810.4743373
1995-08-23,557.14,1177.3829172582307,813.171153
1995-08-24,557.46,1334.5026641961604,806.8929463
1995-08-25,560.1,1000.8754239817526,787.8061366
1995-08-28,559.05,1165.651815640884,791.6290593
1995-08-29,560.0,644.909394290019,790.5027254
1995-08-30,560.92,1626.7605755363911,792.0317162
1995-08-31,561.88,1038.913715210933,824.574387
1995-09-01,563.84,1167.1660408711475,810.2042794
1995-09-04,563.84,960.4805367399748,828.5683217
1995-09-05,569.17,1215.0399507064894,852.0707729
1995-09-06,570.17,194.13366457131872,862.6553005
1995-09-07,570.29,995.26907076652,879.8038502
1995-09-08,572.68,1699.352582663504,884.9889065
1995-09-11,573.91,491.57401917076,847.821785
1995-09-12,576.51,1323.1224452441395,839.2221247
1995-09-13,578.77,1586.9318275186715,848.3787193
1995-09-14,583.61,1561.206640171564,843.0027843
1995-09-15,583.35,693.9523448293147,818.1410052
1995-09-18,582.77,1412.7640026078136,826.7532152
1995-09-19,584.2,847.2246466069822,833.4809126
1995-09-20,586.77,721.8622256658007,849.6846131
1995-09-21,583.0,1347.3587695368246,831.720788
1995-09-22,581.73,1368.0789253257835,846.6292928
1995-09-25,581.81,1184.775428304095,822.0332571
1995-09-26,581.41,1045.945720467871,820.0449815
1995-09-27,581.04,1220.1551142499584,797.6258268
1995-09-28,585.87,1210.3732475261484,776.8101315
1995-09-29,584.41,1033.7694100326962,769.8837664
1995-10-02,581.72,174.0744987191989,754.2930459
1995-10-03,582.34,481.6015091523732,751.6981462
1995-10-04,581.47,1086.621042027428,736.3422347
1995-10-05,582.63,545.91125298216,723.8669227
1995-10-06,582.49,1042.8516181462608,715.195709
1995-10-09,578.37,1191.6152497163046,719.6482123
1995-10-10,577.52,1150.6928105996162,685.4090272
1995-10-11,579.46,1321.1195215542716,688.457804
1995-10-12,583.1,891.292333867209,679.426901
1995-10-13,584.5,924.0027195056898,689.86672
1995-10-16,583.03,1308.6826056401028,694.3069209
1995-10-17,586.78,704.1166974006783,671.7723889
1995-10-18,587.44,1197.300769109091,669.867679
1995-10-19,590.65,1105.1136278312708,652.1213044
1995-10-20,587.46,1198.1771245650798,648.0206796
1995-10-23,585.06,1242.756408632417,654.9395484
1995-10-24,586.54,1169.811552787119,652.4203546
1995-10-25,582.47,899.1212540139821,669.4941441
1995-10-26,576.72,1778.5640307247888,669.0616235
1995-10-27,579.7,1217.7659620510549,661.0643323
1995-10-30,583.25,1186.4113228176147,665.9782374
1995-10-31,581.5,823.2038811244109,651.0097906
1995-11-01,584.22,1124.7527473202852,641.9920734
1995-11-02,589.72,1262.347292272054,662.1494973
1995-11-03,590.57,957.9132768307096,660.5996232
1995-11-06,588.46,1297.343001571841,650.3892203
1995-11-07,586.32,1220.67888868279,642.3214073
1995-11-08,591.71,1186.2708975151415,637.742173
1995-11-09,593.26,1244.3127250666057,658.4794396
1995-11-10,592.72,1439.966977244187,649.6051769
1995-11-13,592.3,1272.7194057965244,641.6642026
1995-11-14,589.29,827.9427824260385,646.4654978
1995-11-15,593.96,1462.4104600240132,647.4856938
1995-11-16,597.34,1319.1430855825072,643.5289202
1995-11-17,600.07,1434.3508950790265,630.8932888
1995-11-20,596.85,772.1155107740886,654.6900458
1995-11-21,600.24,1200.8746334032655,657.5829985
1995-11-22,598.4,860.501952042964,655.722808
1995-11-23,598.4,787.4271037236981,651.8039575
1995-11-24,599.97,1291.1109851996778,643.0535203
1995-11-27,601.32,396.5250996622723,622.2560628
1995-11-28,606.45,1198.2270099182483,643.3925316
1995-11-29,607.64,1107.9630905008191,642.942807
1995-11-30,605.37,1113.5545468613911,643.7056737
1995-12-01,606.98,1051.5741677469878,637.7890389
1995-12-04,613.68,609.4549693786369,617.518056
1995-12-05,617.68,1343.3702712934798,612.0277298
1995-12-06,620.18,1458.717784446674,607.9759284
1995-12-07,616.17,520.317000900473,594.553968
1995-12-08,617.48,1498.3476446226512,596.0808299
1995-12-11,619.52,1007.18254524103,585.4830343
1995-12-12,618.78,941.331045174778,597.6773248
1995-12-13,621.69,1305.749661651612,597.0586853
1995-12-14,616.92,1070.1525776061228,596.5311477
1995-12-15,616.34,988.2986060221442,615.0409793
1995-12-18,606.81,1471.6432867906267,632.8138669
1995-12-19,611.93,1718.6523609429023,624.7535131
1995-12-20,605.94,1083.4593524870793,627.1350033
1995-12-21,610.49,1419.0945225654723,620.9297473
1995-12-22,611.96,1427.4830102125072,622.1095723
1995-12-25,611.96,1076.9577529960857,628.8996156
1995-12-26,614.3,1445.5995782702576,652.61524
1995-12-27,614.53,621.5450690584662,645.8245038
1995-12-28,614.12,653.3950650862012,641.4998149
1995-12-29,615.93,496.5122653504202,639.5836428
1996-01-01,615.93,943.9188010996417,601.8927619
1996-01-02,620.73,1106.2522787664727,598.5214059
1996-01-03,621.32,1067.78041043851,593.543244
1996-01-04,617.7,997.476236290869,601.6052364
1996-01-05,616.71,1406.3961452290096,610.6645095
1996-01-08,618.46,1580.5944935146126,632.549794
1996-01-09,609.45,1353.2827899301387,635.6897845
1996-01-10,598.48,1141.554710007285,606.9350118
1996-01-11,602.69,1265.1317180568049,607.6356207
1996-01-12,601.81,417.26120816776415,604.8290009
1996-01-15,599.82,1240.1412370851392,620.4666691
1996-01-16,608.44,1378.1086916445445,613.2856119
1996-01-17,606.37,827.6713138973732,623.960647
1996-01-18,608.24,1370.4410144814567,645.6091789
1996-01-19,611.83,1397.3502889930512,645.6780069
1996-01-22,613.4,1256.6145206430003,630.543377
1996-01-23,612.79,1272.258447641654,639.9816196
1996-01-24,619.96,1178.601988840791,620.5741244
1996-01-25,617.03,1002.3356718087524,628.2170175
1996-01-26,621.62,845.385847872581,621.1498389
1996-01-29,624.22,1106.9031891936197,618.7971283
1996-01-30,630.15,1377.5670946052464,618.501946
1996-01-31,636.02,1213.2593553866666,598.6707133
1996-02-01,638.46,1373.272070256132,587.4329305
1996-02-02,635.84,1237.1164963134736,603.1244028
1996-02-05,641.43,361.7000930694592,632.7733792
1996-02-06,646.33,1455.3805851193974,649.7540026
1996-02-07,649.93,743.176474138387,673.4727491
1996-02-08,656.07,1231.7645590756897,672.3066799
1996-02-09,656.37,1099.678500279526,681.9426392
1996-02-12,661.45,823.858695385953,693.1160775
1996-02-13,660.51,800.188160657669,692.6796554
1996-02-14,655.58,798.8916565657751,712.1430526
1996-02-15,651.32,1336.4739664625092,724.7630312
1996-02-16,647.98,615.0652212195672,717.060308
