date,market_value,wn
1994-04-18,442.46,1468.9592472996196
1994-04-19,442.54,549.112591528546
1994-04-20,441.96,1031.3263792479474
1994-04-21,448.73,1181.573704926281
1994-04-22,447.63,1206.7692049590676
1994-04-25,452.71,1099.270183039465
1994-04-26,451.87,541.5586834113624
1994-04-27,451.87,1028.6618586173772
1994-04-28,449.1,724.0477428350084
1994-04-29,450.91,754.1107426413275
1994-05-02,453.02,1323.6694442882465
1994-05-03,453.03,1018.5869152048878
1994-05-04,451.72,1262.4763450664989
1994-05-05,451.38,863.133136161382
1994-05-06,447.82,902.2202705716127
1994-05-09,442.32,1043.5333595402747
1994-05-10,446.01,1799.1096221573055
1994-05-11,441.49,941.3733684827946
1994-05-12,443.75,1438.1630696797633
1994-05-13,444.14,1091.696868147786
1994-05-16,444.49,993.4217524416537
1994-05-17,449.37,1267.7648318976342
1994-05-18,453.69,682.833989114881
1994-05-19,456.48,927.3602413340851
1994-05-20,454.92,1247.8516377343053
1994-05-23,453.2,869.3435559348701
1994-05-24,454.81,613.5166284257698
1994-05-25,456.34,1328.455192007443
1994-05-26,457.06,877.0575655248106
1994-05-27,457.33,1193.1902624905565
1994-05-30,457.33,1408.6234527153456
1994-05-31,456.5,1254.1752179373998
1994-06-01,457.63,1084.4648417469068
1994-06-02,457.65,964.104478415298
1994-06-03,460.13,1160.6891257601292
1994-06-06,458.88,1255.7225739808607
1994-06-07,458.21,635.970650794542
1994-06-08,457.06,1231.0399237354345
1994-06-09,457.86,1364.3375399974898
1994-06-10,458.67,751.4549190061991
1994-06-13,459.1,901.1098684506976
1994-06-14,462.37,1064.4824718352934
1994-06-15,460.61,994.1872269778407
1994-06-16,461.93,1436.2121240982756
1994-06-17,458.45,866.3665795961074
1994-06-20,455.48,1209.728608605063
1994-06-21,451.34,723.3477245331349
1994-06-22,453.09,977.1120673417967
1994-06-23,449.63,1050.776302929313
1994-06-24,442.8,1434.7769559478168
1994-06-27,447.31,1230.3604975317794
1994-06-28,446.07,1179.3753407935617
1994-06-29,447.63,1230.0267437847779
1994-06-30,444.27,710.8041517421675
1994-07-01,446.2,865.2043019046956
1994-07-04,446.2,644.8421786981128
1994-07-05,446.37,1674.5694359571535
1994-07-06,446.13,940.4108079566321
1994-07-07,448.38,1497.4716373813521
1994-07-08,449.55,826.3548341357471
1994-07-11,448.06,1296.5277836534447
1994-07-12,447.95,1144.1348648873
1994-07-13,448.73,1007.0250200786581
1994-07-14,453.41,1006.0695820919491
1994-07-15,454.16,1236.587028743189
1994-07-18,455.22,562.8286753434148
1994-07-19,453.86,1127.1454210598856
1994-07-20,451.6,693.9093964056801
1994-07-21,452.61,1245.2447450887266
1994-07-22,453.11,923.2106158212025
1994-07-25,454.25,997.5600989593919
1994-07-26,453.36,1340.6745527659557
1994-07-27,452.57,1270.992395178535
1994-07-28,454.23,941.7342884560579
1994-07-29,458.26,394.4297385562503
1994-08-01,461.01,1472.340043535963
1994-08-02,460.56,1516.8054674960952
1994-08-03,461.45,1155.8371140403262
1994-08-04,458.4,847.9255561360133
1994-08-05,457.09,1093.6126263161657
1994-08-08,457.89,722.5787442548472
1994-08-09,457.93,1190.7384059756187
1994-08-10,460.3,1144.733641086816
1994-08-11,458.88,1636.901988360223
1994-08-12,461.94,1402.3881416024983
1994-08-15,461.23,973.4304781583629
1994-08-16,465.01,931.1153923977652
1994-08-17,465.17,454.51253035556806
1994-08-18,463.17,1437.7089967964503
1994-08-19,463.68,873.9958728203949
1994-08-22,462.32,932.7182087568891
1994-08-23,464.51,664.4097705173056
1994-08-24,469.03,923.7412230141238
1994-08-25,468.08,1091.883776068635
1994-08-26,473.8,978.7139230784602
1994-08-29,474.59,1393.060784035161
1994-08-30,476.07,641.6553610525445
1994-08-31,475.49,1045.3080095927871
1994-09-01,473.17,865.0181531061146
1994-09-02,470.99,1222.3002917436813
1994-09-05,470.99,835.9066757029159
1994-09-06,471.86,1273.2724634358492
1994-09-07,470.96,1055.2795713694222
1994-09-08,473.14,1635.070575552154
1994-09-09,468.18,1000.6360121894331
1994-09-12,466.21,975.7511588879173
1994-09-13,467.51,1092.9591497982806
1994-09-14,468.8,608.3702993437469
1994-09-15,474.81,824.0523903269152
1994-09-16,471.19,1232.141658520834
1994-09-19,470.85,633.9283798058614
1994-09-20,463.36,1333.8668436360745
1994-09-21,461.46,1091.9044800389242
1994-09-22,461.27,1376.8531929604735
1994-09-23,459.67,900.4894442496957
1994-09-26,460.82,656.9744837138506
1994-09-27,462.05,1715.994270229165
1994-09-28,464.84,1114.0315188985228
1994-09-29,462.24,1155.5465467195008
1994-09-30,462.69,261.0378946469434
1994-10-03,461.74,1202.924008827244
1994-10-04,454.59,1746.6243766704688
1994-10-05,453.52,902.8082946999775
1994-10-06,452.36,1078.2057909882449
1994-10-07,455.1,1638.0356185547162
1994-10-10,459.04,1196.8223389963555
1994-10-11,465.79,1006.0719866696495
1994-10-12,465.47,977.0443125555446
1994-10-13,467.77,1469.5798726730563
1994-10-14,469.1,1003.3566997825586
1994-10-17,468.96,1065.9864873692527
1994-10-18,467.66,1110.8097073063664
1994-10-19,470.28,704.4261976063042
1994-10-20,466.85,860.059947925386
1994-10-21,464.89,870.0120871719157
1994-10-24,460.83,1277.6359405230353
1994-10-25,461.53,1416.5384776007413
1994-10-26,462.62,893.1934193918416
1994-10-27,465.85,1326.421264602142
1994-10-28,473.77,901.197924955612
1994-10-31,472.35,1556.5311893927767
1994-11-01,468.42,1125.6023221226983
1994-11-02,466.5,1418.138949348285
1994-11-03,467.91,986.9862025660244
1994-11-04,462.28,740.3477544029488
1994-11-07,463.07,1029.0560834174107
1994-11-08,465.65,1077.2772696344246
1994-11-09,465.4,914.3861346064798
1994-11-10,464.37,756.5619691438421
1994-11-11,462.35,585.0172897202012
1994-11-14,466.04,578.4461323110562
1994-11-15,465.03,768.776343744611
1994-11-16,465.6,1979.552500227752
1994-11-17,463.56,1116.2164149023654
1994-11-18,461.47,1108.6307913513956
1994-11-21,458.3,1155.2585045158228
1994-11-22,450.09,852.2011364570958
1994-11-23,449.93,972.1949425850527
1994-11-24,449.93,1424.1441978361115
1994-11-25,452.29,1184.6396022870754
1994-11-28,454.16,1268.9569324873755
1994-11-29,455.17,1151.2530432434367
1994-11-30,453.69,1299.6154557377713
1994-12-01,448.92,1328.7962461112902
1994-12-02,453.3,891.9380187587001
1994-12-05,453.32,1445.7665768829952
1994-12-06,453.11,1106.5192692769394
1994-12-07,451.23,1503.3770800224738
1994-12-08,445.45,1206.3275294659802
1994-12-09,446.96,1801.4266504803863
1994-12-12,449.47,672.5928341320499
1994-12-13,450.15,1081.9743318379114
1994-12-14,454.97,728.0018071305503
1994-12-15,455.34,1266.8754673693647
1994-12-16,458.8,1304.3701922639204
1994-12-19,457.91,1014.224776270538
1994-12-20,457.1,1518.9940225616374
1994-12-21,459.61,1489.4889713415919
1994-12-22,459.67,1109.7610669081837
1994-12-23,459.83,656.05813523707
1994-12-26,459.83,1384.4199982866571
1994-12-27,462.47,722.8751039237575
1994-12-28,460.86,794.411588707685
1994-12-29,461.16,1116.4106384930412
1994-12-30,459.27,1391.5479091435955
1995-01-02,459.27,1087.3478369769862
1995-01-03,459.11,1687.7370295906699
1995-01-04,460.71,792.7298501071883
1995-01-05,460.34,1332.2609424609414
1995-01-06,460.68,1247.119647420664
1995-01-09,460.83,1099.7459890480557
1995-01-10,461.68,969.3459824137789
1995-01-11,461.66,892.1474213791436
1995-01-12,461.64,1262.6173396458503
1995-01-13,465.97,811.7253566691616
1995-01-16,469.38,774.5337465193779
1995-01-17,470.05,1141.140175860312
1995-01-18,469.72,454.507365022572
1995-01-19,466.95,1225.256808515753
1995-01-20,464.78,830.5984344176511
1995-01-23,465.81,1288.1816796704172
1995-01-24,465.86,577.0471164751012
1995-01-25,467.44,925.4977682582015
1995-01-26,468.32,1107.7205160596639
1995-01-27,470.39,1066.8742886994894
1995-01-30,468.51,854.4232717058113
1995-01-31,470.42,1042.4686208090288
1995-02-01,470.4,1368.3535100276802
1995-02-02,472.78,1219.8561340451315
1995-02-03,478.64,1156.3383494689133
1995-02-06,481.14,1311.460429732661
1995-02-07,480.81,1764.9636522589221
1995-02-08,481.19,697.6347653700293
1995-02-09,480.19,1409.5895577769666
1995-02-10,481.46,1078.2229426964552
1995-02-13,481.65,784.188132392627
1995-02-14,482.55,1139.0113573716756
1995-02-15,484.54,1602.2664372267573
1995-02-16,485.22,1355.8536021659452
1995-02-17,481.97,796.6516042370558
1995-02-20,481.97,1354.9197936703908
1995-02-21,482.74,1317.3113054346934
1995-02-22,485.07,1399.7566937363633
1995-02-23,486.91,1206.988742432133
1995-02-24,488.11,1076.8692585478689
1995-02-27,483.81,1216.6584455654606
1995-02-28,487.39,1225.0382922705205
1995-03-01,485.65,471.7932745745961
1995-03-02,485.13,1328.2614897068427
1995-03-03,485.42,806.7128230357499
1995-03-06,485.63,631.9185773727211
1995-03-07,482.12,1047.499591305988
1995-03-08,483.14,590.9149467686967
1995-03-09,483.16,1095.8042730155653
1995-03-10,489.57,1093.0398290956362
1995-03-13,490.05,1207.5125602929452
1995-03-14,492.89,1184.4276936008482
1995-03-15,491.88,1399.778223046394
1995-03-16,495.41,1309.3809855893626
1995-03-17,495.52,1206.1960751362092
1995-03-20,496.15,1289.500333162859
1995-03-21,495.07,957.6372968053282
1995-03-22,495.67,1854.7699183796003
1995-03-23,495.95,1399.0829859516562
1995-03-24,500.97,1029.0664523304852
1995-03-27,503.2,926.4812862964316
1995-03-28,503.9,1216.709350177751
1995-03-29,503.12,1173.3181281436296
1995-03-30,502.22,1241.1206521747629
1995-03-31,500.71,945.7668720635694
1995-04-03,501.85,1723.000966924255
1995-04-04,505.24,1287.1904156046762
1995-04-05,505.57,1297.2267921662444
1995-04-06,506.08,840.3960580661553
1995-04-07,506.42,1292.6556116802892
1995-04-10,507.01,721.3263995886614
1995-04-11,505.53,1210.9355568248343
1995-04-12,507.17,1473.9293540090525
1995-04-13,509.23,1495.0817311915819
1995-04-14,509.23,588.1582807030239
1995-04-17,506.13,844.81727757677
1995-04-18,505.37,1536.8087594810113
1995-04-19,504.92,724.6640736130053
1995-04-20,505.29,1608.78042462141
1995-04-21,508.49,1122.5836228635933
1995-04-24,512.89,1351.5343489911747
1995-04-25,512.1,1010.7436570939399
1995-04-26,512.66,985.78117519353
1995-04-27,513.55,1225.0578193663187
1995-04-28,514.71,1539.0706616193395
1995-05-01,514.26,643.0301033585059
1995-05-02,514.86,1328.487324633481
1995-05-03,520.48,1436.6887969697636
1995-05-04,520.54,1022.9091711389744
1995-05-05,520.12,1139.7620369006042
1995-05-08,523.96,1232.910362747047
1995-05-09,523.56,1142.1188406290926
1995-05-10,524.36,1159.9369776801564
1995-05-11,524.37,775.3196093987937
1995-05-12,525.55,717.6108940916133
1995-05-15,527.74,433.4518012172284
1995-05-16,528.19,1373.3394922007956
1995-05-17,527.07,1456.0400772642638
1995-05-18,519.58,789.8513579007861
1995-05-19,519.19,1093.036983702136
1995-05-22,523.65,846.351400192501
1995-05-23,528.59,1166.9929969667628
1995-05-24,528.61,1224.3876060848115
1995-05-25,528.59,1635.24008727411
1995-05-26,523.65,1360.9157143100551
1995-05-29,523.65,1136.390192083589
1995-05-30,523.58,1407.0319408544806
1995-05-31,533.4,1358.0408731150408
1995-06-01,533.49,1614.9587870706691
1995-06-02,532.51,1306.8434961646224
1995-06-05,535.6,1011.3034016581012
1995-06-06,535.55,770.7121523471072
1995-06-07,533.13,1459.4099199059538
1995-06-08,532.35,903.0708858163057
1995-06-09,527.94,721.5607479910104
1995-06-12,530.88,852.7361935594217
1995-06-13,536.05,1183.6372352509336
1995-06-14,536.47,962.8462674720112
1995-06-15,537.12,825.5091439432565
1995-06-16,539.83,1159.5272772133128
1995-06-19,545.22,1107.087014309789
1995-06-20,544.98,791.2690820318358
1995-06-21,543.98,1432.206038664424
1995-06-22,551.07,1261.6408821020268
1995-06-23,549.71,1168.5997479935036
1995-06-26,544.13,955.6567137270956
1995-06-27,542.43,1113.4334989956956
1995-06-28,544.73,1343.6262954781862
1995-06-29,543.87,1084.302710968754
1995-06-30,544.75,1103.111974787043
1995-07-03,547.09,860.1075979278763
1995-07-04,547.09,816.6787643299751
1995-07-05,547.26,1133.3777055462763
1995-07-06,553.99,1365.4799941690571
1995-07-07,556.37,515.1499521241665
1995-07-10,557.19,1461.1776481204506
1995-07-11,554.78,1219.0012933054052
1995-07-12,560.89,1839.8752822464212
1995-07-13,561.0,972.490404799855
1995-07-14,559.89,1090.7031211762805
1995-07-17,562.72,319.0440966652767
1995-07-18,558.46,1185.9250261025918
1995-07-19,550.98,1657.3020173225595
1995-07-20,553.54,1225.907365203941
1995-07-21,553.62,1155.842431699609
1995-07-24,556.63,1291.0474759238218
1995-07-25,561.1,1111.1903000689556
1995-07-26,561.61,1170.5385981618551
1995-07-27,565.22,621.8883890096648
1995-07-28,562.93,828.6898213274537
1995-07-31,562.06,818.3250800217172
1995-08-01,559.64,783.2652064297529
1995-08-02,558.8,1084.6758851137859
1995-08-03,558.75,1033.340208614727
1995-08-04,558.94,1296.1641687281901
1995-08-07,560.03,1322.5611991456622
1995-08-08,560.39,518.0852301269539
1995-08-09,559.71,1445.4874447776092
1995-08-10,557.45,662.7502710161223
1995-08-11,555.11,970.6343190523655
1995-08-14,559.74,1600.0445733319693
1995-08-15,558.57,1326.8207568676971
1995-08-16,559.97,1319.0024963914448
1995-08-17,559.04,584.2945271049682
1995-08-18,559.21,1073.137394682772
1995-08-21,558.11,1577.3581853862877
1995-08-22,559.52,986.5449597259569
1995-08-23,557.14,1177.3829172582307
1995-08-24,557.46,1334.5026641961604
1995-08-25,560.1,1000.8754239817526
1995-08-28,559.05,1165.651815640884
1995-08-29,560.0,644.909394290019
1995-08-30,560.92,1626.7605755363911
1995-08-31,561.88,1038.913715210933
1995-09-01,563.84,1167.1660408711477
1995-09-04,563.84,960.4805367399747
1995-09-05,569.17,1215.0399507064894
1995-09-06,570.17,194.13366457131872
1995-09-07,570.29,995.26907076652
1995-09-08,572.68,1699.352582663504
1995-09-11,573.91,491.57401917076004
1995-09-12,576.51,1323.1224452441397
1995-09-13,578.77,1586.9318275186715
1995-09-14,583.61,1561.206640171564
1995-09-15,583.35,693.9523448293147
1995-09-18,582.77,1412.7640026078136
1995-09-19,584.2,847.2246466069822
1995-09-20,586.77,721.8622256658007
1995-09-21,583.0,1347.3587695368246
1995-09-22,581.73,1368.0789253257835
1995-09-25,581.81,1184.775428304095
1995-09-26,581.41,1045.945720467871
1995-09-27,581.04,1220.1551142499584
1995-09-28,585.87,1210.3732475261484
1995-09-29,584.41,1033.7694100326962
1995-10-02,581.72,174.0744987191989
1995-10-03,582.34,481.6015091523732
1995-10-04,581.47,1086.621042027428
1995-10-05,582.63,545.91125298216
1995-10-06,582.49,1042.8516181462608
1995-10-09,578.37,1191.6152497163046
1995-10-10,577.52,1150.6928105996162
1995-10-11,579.46,1321.1195215542716
1995-10-12,583.1,891.292333867209
1995-10-13,584.5,924.0027195056898
1995-10-16,583.03,1308.6826056401028
1995-10-17,586.78,704.1166974006783
1995-10-18,587.44,1197.3007691090913
1995-10-19,590.65,1105.1136278312708
1995-10-20,587.46,1198.1771245650798
1995-10-23,585.06,1242.756408632417
1995-10-24,586.54,1169.811552787119
1995-10-25,582.47,899.1212540139821
1995-10-26,576.72,1778.5640307247888
1995-10-27,579.7,1217.7659620510549
1995-10-30,583.25,1186.4113228176147
1995-10-31,581.5,823.2038811244109
1995-11-01,584.22,1124.7527473202852
1995-11-02,589.72,1262.3472922720541
1995-11-03,590.57,957.9132768307096
1995-11-06,588.46,1297.3430015718407
1995-11-07,586.32,1220.6788886827899
1995-11-08,591.71,1186.2708975151415
1995-11-09,593.26,1244.3127250666057
1995-11-10,592.72,1439.9669772441873
1995-11-13,592.3,1272.7194057965244
1995-11-14,589.29,827.9427824260385
1995-11-15,593.96,1462.4104600240132
1995-11-16,597.34,1319.1430855825072
1995-11-17,600.07,1434.3508950790265
1995-11-20,596.85,772.1155107740886
1995-11-21,600.24,1200.8746334032655
1995-11-22,598.4,860.501952042964
1995-11-23,598.4,787.4271037236981
1995-11-24,599.97,1291.1109851996778
1995-11-27,601.32,396.5250996622723
1995-11-28,606.45,1198.2270099182483
1995-11-29,607.64,1107.9630905008191
1995-11-30,605.37,1113.5545468613911
1995-12-01,606.98,1051.5741677469878
1995-12-04,613.68,609.4549693786369
1995-12-05,617.68,1343.3702712934798
1995-12-06,620.18,1458.717784446674
1995-12-07,616.17,520.317000900473
1995-12-08,617.48,1498.3476446226512
1995-12-11,619.52,1007.1825452410299
1995-12-12,618.78,941.3310451747781
1995-12-13,621.69,1305.7496616516119
1995-12-14,616.92,1070.1525776061228
1995-12-15,616.34,988.2986060221442
1995-12-18,606.81,1471.6432867906267
1995-12-19,611.93,1718.6523609429023
1995-12-20,605.94,1083.4593524870793
1995-12-21,610.49,1419.0945225654725
1995-12-22,611.96,1427.4830102125072
1995-12-25,611.96,1076.9577529960857
1995-12-26,614.3,1445.5995782702576
1995-12-27,614.53,621.5450690584662
1995-12-28,614.12,653.3950650862012
1995-12-29,615.93,496.5122653504202
1996-01-01,615.93,943.9188010996417
1996-01-02,620.73,1106.2522787664727
1996-01-03,621.32,1067.78041043851
1996-01-04,617.7,997.476236290869
1996-01-05,616.71,1406.3961452290096
1996-01-08,618.46,1580.5944935146126
1996-01-09,609.45,1353.2827899301387
1996-01-10,598.48,1141.554710007285
1996-01-11,602.69,1265.1317180568049
1996-01-12,601.81,417.26120816776415
1996-01-15,599.82,1240.1412370851392
1996-01-16,608.44,1378.1086916445443
1996-01-17,606.37,827.6713138973732
1996-01-18,608.24,1370.4410144814567
1996-01-19,611.83,1397.3502889930512
1996-01-22,613.4,1256.6145206430003
1996-01-23,612.79,1272.258447641654
1996-01-24,619.96,1178.601988840791
1996-01-25,617.03,1002.3356718087523
1996-01-26,621.62,845.385847872581
1996-01-29,624.22,1106.9031891936197
1996-01-30,630.15,1377.5670946052464
1996-01-31,636.02,1213.2593553866666
1996-02-01,638.46,1373.272070256132
1996-02-02,635.84,1237.1164963134736
1996-02-05,641.43,361.7000930694592
1996-02-06,646.33,1455.3805851193974
1996-02-07,649.93,743.176474138387
1996-02-08,656.07,1231.7645590756897
1996-02-09,656.37,1099.6785002795261
1996-02-12,661.45,823.858695385953
1996-02-13,660.51,800.188160657669
1996-02-14,655.58,798.8916565657751
1996-02-15,651.32,1336.4739664625092
1996-02-16,647.98,615.0652212195672
1996-02-19,647.98,1010.3396624021262
1996-02-20,640.65,1264.8479225036642
1996-02-21,648.1,680.4483596141254
1996-02-22,658.86,1338.3855164791833
1996-02-23,659.08,800.2444615601871
1996-02-26,650.46,520.2624457207569
1996-02-27,647.24,1112.6141829944518
1996-02-28,644.75,1518.3537883969102
1996-02-29,640.43,823.6027514201521
1996-03-01,644.37,1850.9673847463305
1996-03-04,650.81,952.0392402737594
1996-03-05,655.79,998.7917600240348
1996-03-06,652.0,1070.2849011381268
1996-03-07,653.65,1356.5889516044108
1996-03-08,633.5,1648.9635234178736
1996-03-11,640.02,622.3446190162774
1996-03-12,637.09,1435.4520261049197
1996-03-13,638.55,1272.3206270808673
1996-03-14,640.87,733.6907633355715
1996-03-15,641.43,1320.52888145558
1996-03-18,652.65,775.4222668082945
1996-03-19,651.69,1402.8068681920506
1996-03-20,649.98,917.9678005506555
1996-03-21,649.19,1492.1700728791188
1996-03-22,650.62,1019.3306340345506
1996-03-25,650.04,808.1749276150671
1996-03-26,652.97,938.8934822031713
1996-03-27,648.91,1034.5645837201262
1996-03-28,648.94,1028.3449611240646
1996-03-29,645.5,908.9198687900197
1996-04-01,653.73,915.9344559747323
1996-04-02,655.26,975.853595777797
1996-04-03,655.88,1433.6344042993883
1996-04-04,655.86,1504.446969873763
1996-04-05,655.86,794.0255135556833
1996-04-08,644.24,799.9022440692358
1996-04-09,642.19,1094.4176354159822
1996-04-10,633.5,1669.6685480328338
1996-04-11,631.18,1062.7789415508635
1996-04-12,636.71,811.563387368683
1996-04-15,642.49,747.9236333375411
1996-04-16,645.0,1260.0883282299774
1996-04-17,641.61,89.15365787972144
1996-04-18,643.61,1304.8943079896683
1996-04-19,645.07,1304.7914398856028
1996-04-22,647.89,1388.834725341235
1996-04-23,651.58,1175.9343763529387
1996-04-24,650.17,999.4605108757172
1996-04-25,652.87,706.2699323361753
1996-04-26,653.46,1376.5491890083983
1996-04-29,654.16,825.7885666718611
1996-04-30,654.17,1241.5860456427758
1996-05-01,654.58,1079.0753599013221
1996-05-02,643.38,1376.0135886303606
1996-05-03,641.63,1428.369936042065
1996-05-06,640.81,1468.3645315871154
1996-05-07,638.26,842.6140189828745
1996-05-08,644.77,1610.222274951946
1996-05-09,645.44,1121.4056306127786
1996-05-10,652.09,1468.9127452292475
1996-05-13,661.51,1203.1587461485035
1996-05-14,665.6,960.1837879820007
1996-05-15,665.42,1022.5917744062311
1996-05-16,664.85,1362.5760038639683
1996-05-17,668.91,1537.7426371001077
1996-05-20,673.15,1162.1848756088625
1996-05-21,672.76,1112.0638437686002
1996-05-22,678.42,1002.2822991373932
1996-05-23,676.0,970.0683884257629
1996-05-24,678.51,1136.5635891372162
1996-05-27,678.51,786.8651039183508
1996-05-28,672.23,540.9908599375838
1996-05-29,667.93,800.5762952735977
1996-05-30,671.7,1097.7883687695096
1996-05-31,669.12,943.7473377849251
1996-06-03,667.68,1317.621015001945
1996-06-04,672.56,1397.861512016657
1996-06-05,678.44,1136.1148915232616
1996-06-06,673.03,897.4003300515985
1996-06-07,673.31,1477.5188748807811
1996-06-10,672.16,1462.80519678654
1996-06-11,670.97,1007.3482733924853
1996-06-12,669.04,1339.6925956423374
1996-06-13,667.92,1195.262678220212
1996-06-14,665.85,1336.0694842112935
1996-06-17,665.16,1209.3002042482722
1996-06-18,662.06,1570.1443636679387
1996-06-19,661.96,1115.409642436808
1996-06-20,662.1,683.4808381679634
1996-06-21,666.84,1373.472822504271
1996-06-24,668.85,884.8690552508361
1996-06-25,668.48,989.2050468148262
1996-06-26,664.39,981.8362917989323
1996-06-27,668.55,1059.3921812418362
1996-06-28,670.63,702.8677768921159
1996-07-01,675.88,834.3577993119457
1996-07-02,673.61,688.5104704533794
1996-07-03,672.4,1185.1238158969513
1996-07-04,672.4,783.6206854182159
1996-07-05,657.44,1082.9642735645543
1996-07-08,652.54,1055.4870465731856
1996-07-09,654.75,1205.1234535592232
1996-07-10,656.06,1063.3034432074878
1996-07-11,645.67,1094.65441555784
1996-07-12,646.19,763.4043247683792
1996-07-15,629.8,1211.2404770638232
1996-07-16,628.37,1071.65943370684
1996-07-17,634.07,1014.9963398136567
1996-07-18,643.56,873.1907855806658
1996-07-19,638.73,797.7244772746132
1996-07-22,633.77,1366.344890521832
1996-07-23,626.87,1019.7614553941125
1996-07-24,626.65,1283.6719396058472
1996-07-25,631.17,719.8063526606174
1996-07-26,635.9,1132.0806104841301
1996-07-29,630.91,1143.7110686783287
1996-07-30,635.26,1291.9145766703098
1996-07-31,639.95,1259.638017425916
1996-08-01,650.02,625.8261051144939
1996-08-02,662.49,742.9796635655571
1996-08-05,660.23,1008.6618783378468
1996-08-06,662.38,1368.0596665743171
1996-08-07,664.16,1039.4618917985129
1996-08-08,662.59,805.344024387495
1996-08-09,662.1,1205.7361742768771
1996-08-12,665.77,900.8437862150354
1996-08-13,660.2,735.2107175663436
1996-08-14,662.05,1153.935470679588
1996-08-15,662.28,1063.765608527746
1996-08-16,665.21,823.8725773428998
1996-08-19,666.58,1143.6991465261028
1996-08-20,665.69,1046.4690354149868
1996-08-21,665.07,819.5414496228505
1996-08-22,670.68,1335.2387297270107
1996-08-23,667.03,1158.918624505706
1996-08-26,663.88,1240.7860567373782
1996-08-27,666.4,1116.153733402675
1996-08-28,664.81,1117.2933375607954
1996-08-29,657.4,1162.963268759128
1996-08-30,651.99,1151.8656233433603
1996-09-02,651.99,830.5442734106176
1996-09-03,654.72,1326.2246193813135
1996-09-04,655.61,1114.8665434097668
1996-09-05,649.44,1420.5876203125295
1996-09-06,655.68,988.9735137754212
1996-09-09,663.76,1263.4535459913993
1996-09-10,663.81,573.2653223491448
1996-09-11,667.28,1243.6815505356005
1996-09-12,671.15,711.0534228955764
1996-09-13,680.54,1253.9583858827223
1996-09-16,683.98,1147.7761450712496
1996-09-17,682.94,1302.2538719264053
1996-09-18,681.47,1192.2565626886785
1996-09-19,683.0,829.3816953563646
1996-09-20,687.03,1328.5908844666733
1996-09-23,686.48,1254.6269590257402
1996-09-24,685.61,1283.0059754046645
1996-09-25,685.83,656.7758144048664
1996-09-26,685.86,1311.8683886606732
1996-09-27,686.19,1429.9304716948739
1996-09-30,687.31,563.4947864858326
1996-10-01,689.08,1467.6888094985634
1996-10-02,694.01,1020.201398900154
1996-10-03,692.78,1245.3711803244628
1996-10-04,701.46,713.9223160675801
1996-10-07,703.34,1141.235458254697
